,Header,Description,Time,Label
141,"With a potential ‘baby bust’ on the horizon, key facts about fertility in the U.S. before the pandemic","In 2019, there were 58.3 births for every 1,000 women ages 15 to 44 in the United States, down from 59.1 in 2018.",2021-05-07T00:00:00+00:00,short reads
142,Nonprofit news outlets are playing a growing role in statehouse coverage,"Nonprofit news reporters now account for 20% of the nation’s total statehouse press corps, up from 6% eight years ago.",2022-04-29T00:00:00+00:00,short reads
143,Majority of Latinos Say Skin Color Impacts Opportunity in America and Shapes Daily Life,Latinos with darker skin color report more discrimination experiences than Latinos with lighter skin color.,2021-11-04T00:00:00+00:00,report
144,Religion Among Asian Americans,"A rising share of Asian Americans say they have no religion (32%), but many consider themselves close to one or more religious traditions for reasons such as family or culture. Christianity is still the largest faith group among Asian Americans (34%).",2023-10-11T00:00:00+00:00,report
145,Want to better understand how surveys work? We’ve got an email course for you,"If you’ve wondered what opinion polls are for, how they are done or how to tell a good one from a bad one, sign up for our email mini-course.",2021-10-05T00:00:00+00:00,short reads
146,Key facts about Asian origin groups in the U.S.,Here’s a look at how individual origin groups compare with the nation’s overall Asian American population.,2021-04-29T00:00:00+00:00,short reads
147,Immigrants and children of immigrants make up at least 14% of the 117th Congress,At least 76 of the voting members of the 117th Congress are foreign born or have at least one parent born in another country.,2021-02-12T00:00:00+00:00,short reads
148,What’s happening at the U.S.-Mexico border in 7 charts,The U.S. Border Patrol reported more than 1.6 million encounters with migrants along the U.S.-Mexico border in the 2021 fiscal year.,2021-11-09T00:00:00+00:00,short reads
149,"Finding 60 votes in an evenly divided Senate? A high bar, but not an impossible one",The current Senate has managed to clear the 60-vote hurdle to avoid a filibuster on several of its main legislative achievements.,2022-08-26T00:00:00+00:00,short reads
150,Younger U.S. adults less likely to see big differences between the parties or to feel well represented by them,"Nearly six-in-ten U.S. adults (59%) see a great deal of difference between the two major political parties, up from 55% just two years ago.",2021-12-07T00:00:00+00:00,short reads
151,Modeling the Future of Religion in America,"Since the 1990s, large numbers of Americans have left Christianity to join the growing ranks of U.S. adults who describe their religious identity as atheist, agnostic or “nothing in particular.” If recent trends in religious switching continue, Christians could make up less than half of the U.S. population within a few decades.",2022-09-13T00:00:00+00:00,report
152,Beyond Red vs. Blue: The Political Typology,"Pew Research Center’s political typology provides a roadmap to today’s fractured political landscape. It organizes the public into nine distinct groups, based on an analysis of their attitudes and values. Even in a polarized era, the 2021 survey reveals deep divisions in both partisan coalitions.",2021-11-09T00:00:00+00:00,report
153,Facebook Posts in Early Days of Biden Administration Reflect Ideological Divide,"A new study of posts on popular public Facebook pages about the early days of the Biden administration finds that the focus of these posts, as well as the assessments of the new president, differed widely by the ideological orientation of the pages.",2021-06-14T00:00:00+00:00,report
154,"Black and Hispanic Americans See Their Origins as Central to Who They Are, Less So for White Adults",About half of Americans see their identity reflected very well in the census’s race and ethnicity questions.,2021-05-14T00:00:00+00:00,report
155,Biden Starts Year Two With Diminished Public Support and a Daunting List of Challenges,Americans’ views of the economy remain negative; most say prices have gotten worse while job availability has improved.,2022-01-25T00:00:00+00:00,report
156,Americans in news media ‘bubbles’ think differently about foreign policy than others,Differences within each party on views of foreign policy emerge based on where Americans turn for political news.,2021-06-02T00:00:00+00:00,short reads
157,U.S. Catholics divided by party on whether Biden should be denied Communion over his abortion stance,"67% of U.S. Catholics say Joe Biden should be allowed to receive Communion during Mass, while 29% say he should not be allowed to do this.",2021-03-30T00:00:00+00:00,short reads
158,Key findings about the religious composition of India,Religious pluralism has long been a core value in India. A new report shows that India’s religious composition has been fairly stable since 1951.,2021-09-21T00:00:00+00:00,short reads
159,"Amid pandemic, international student enrollment at U.S. universities fell 15% in the 2020-21 school year",Fewer than 1 million foreign students enrolled for either online or in-person classes at U.S. universities in the 2020-21 school year.,2021-12-06T00:00:00+00:00,short reads
160,"In Vice President Kamala Harris, we can see how America has changed","Kamala Harris embodies trends that have been unfolding over recent decades. As a result, many Americans can see themselves in her story.",2021-02-25T00:00:00+00:00,short reads
161,Most Americans say the declining share of White people in the U.S. is neither good nor bad for society,Majorities across demographic and political groups have neutral views about the changing racial makeup of the U.S. population.,2021-08-23T00:00:00+00:00,short reads
162,Key facts about the quality of the 2020 census,"The national total in the 2020 census was largely accurate, but the Census Bureau has estimated miscounts for some states and demographic groups.",2022-06-08T00:00:00+00:00,short reads
163,"Ideological divisions over cultural issues are far wider in the U.S. than in the UK, France and Germany","Across 11 questions on cultural subjects, the gap between the left and right in the U.S. is wider than in the European countries surveyed.",2021-05-05T00:00:00+00:00,short reads
164,"Most Black Americans say they can meet basic needs financially, but many still experience economic insecurity","Fewer than half of Black adults say they have a three-month emergency fund, and some have taken multiple jobs to make ends meet.",2022-02-23T00:00:00+00:00,short reads
165,"Views About National Identity Becoming More Inclusive in U.S., Western Europe","Large ideological divides persist on views of tradition, national pride and discrimination, especially in the U.S.",2021-05-05T00:00:00+00:00,report
166,The polarization in today’s Congress has roots that go back decades,"On average, Democrats and Republicans are farther apart ideologically today than at any time in the past 50 years.",2022-03-10T00:00:00+00:00,short reads
